uid,nickname,time,star,comment
灵敏度：OK
但是耗电特别的快！
712455825779556972,****1,2021-06-19 09:54:23,5,送货速度非常快，功能齐全。记录步数很准。
402248654845247517,猴***y,2021-06-19 09:53:34,5,买来代替各种门禁卡，很方便，响应舒服也很快，手环的其他功能也很好
429078618414480901,坚***迪,2021-06-19 09:52:33,5,主要用来跑步监测心率，睡眠质量也可以监测，样子小巧看上去还不错，就是用了一段时间觉得屏幕有点小，跑步时字都看不太清，总体来说性价比是可以的
-84399450698140116,1***v,2021-06-19 09:52:03,5,儿子拿到后就爱不释手，抢着跟我带，操作方便，小米穿戴也设计的体验感很好，跑步和手机打卡略有些偏差，总体非常值得推荐
742428728151782766,l***x,2021-06-19 09:48:24,5,商品物美价廉，快递热情周到，加油！
172603597477800554,s***1,2021-06-19 09:46:49,5,哦嚯嚯，手环也买了不少个，还是小米最舒服，手环确实是亲肤材质，戴着跟没戴差不多，重量也小，续航也很不错，反正就是很满意，一般评价都给四星，这个给五星!
-35703782611799496,****6,2021-06-19 09:43:47,5,手环很漂亮，买来主要做门卡用，很方便。
-75970387105046453,****z,2021-06-19 09:41:37,5,灵敏度：非常满意
准确性：非常满意

做工质量：挺好的
-55106553377840158,a***5,2021-06-19 09:37:47,5,整体不错，就是已经磕坏了一点
-90516545989647213,_***_,2021-06-19 09:26:26,5,感应器位置有点硌胳臂，其他还好
-81784055196831137,M***3,2021-06-19 09:21:18,5,挺好的
-88243636108372834,u***3,2021-06-19 09:07:25,5,从apple watch换到小米手环6nfc，性价比是真的高，很多功能该有的都有。
-24281893323896175,****5,2021-06-19 08:56:58,5,买来送老师的，提醒她坚持运动打卡?很满意
-41810815124522790,****毅,2021-06-19 08:48:24,5,手表很棒，体验很好编辑爽啊
145227279168363384,a***l,2021-06-19 08:42:10,5,一直就想买的，正好最近减肥，果断入手了一个计步数，配合小米体脂秤一起使用，总体来说比较灵敏，准确性也很高，操作起来很容易，做工质量很好，黑色屏幕和黑色手环，看起来很大气，还可以把宝贝儿子的照片设置成屏幕主图真的是爱了爱了。
441041966762418283,鹤***z,2021-06-19 08:41:41,5,好好好
382628317774688993,****9,2021-06-19 08:37:17,5,手环外观还可以，质量也不错，功能还没有全用，要是可以有GPS定位就好了
448847729879766846,****a,2021-06-19 08:34:14,5,非常好用，有nfc功能，并且苹果手机也可以用，方便了很多
362858775474668430,s***o,2021-06-19 08:30:55,5,很不错。
-82780702316285283,嗱***嗱,2021-06-19 08:07:18,5,到货速度很快。造型比较靓丽。屏幕质量很好，很抗刮。可以自己下载表盘，只是数量较少，后续能多点就更好了。目前比较少运动，功能未体验完全。总体感觉还不错。
-40337050618391345,此***黑,2021-06-19 07:39:08,5,还不错，送人的，别人说挺好的
436135894036003637,没***的,2021-06-19 07:33:16,5,很实惠的手环，硅胶的感觉很亲肤，戴在手上没有感觉，不影响平时的活动，与手机互联很灵敏，很多时候省的看手机了。不错的手环。
262282764447171393,一***随,2021-06-19 07:27:59,5,灵敏度：正常
准确性：无误
操作难易：简单
做工质量：精美
外形外观：美观
其他特色：6.12晚上收到的，新品没有电，充好后到6.19日还剩23%的电量，所有耗电的都没有启用，平时基本不玩，当手表戴着，感觉什么都不开最多用不到10天，项目全开或者多开几何的话有待测评。
176768951665698095,f***6,2021-06-19 07:14:57,5,还不错
132169413303010219,H***8,2021-06-19 07:13:04,5,数据的准确性比前代稍高，颜值不错
544579609584640271,n***7,2021-06-19 07:04:13,5,屏幕柔和，操作体验极佳
943423455508214799,星***T,2021-06-19 06:58:04,5,非常不错，屏幕的一些功能还可以自定义。
247072032863953129,****3,2021-06-19 06:53:20,5,还阔以 就是包装盒送来坏了点
740585257990321688,y***g,2021-06-19 06:10:39,5,关注小米手环很久了，一直在5和6之间徘徊纠结，性价比无疑小米手环5的优势，小米手环6又在功能上占优，显示屏性能好很多。后来发现米6价格一直很稳定，估计在米7出产之前不会有大的变化，就选择了米6下单。没想到送货奇快，上午下单，下午就送到了，手环也没有让人失望，很香啊！赞赞赞！
351724175211003810,****s,2021-06-19 05:52:52,5,外观漂亮，使用方便，功能强大
739695150638543254,****n,2021-06-19 05:11:51,5,质量太差&hellip;&hellip;太@&hellip;&hellip;
-64726764080347716,木***4,2021-06-19 01:59:37,5,用着还行，就是现在夏天比较热带着有点出汗。
-58932328180873438,d***g,2021-06-19 01:32:23,5,外甥很喜欢
762939641155397218,刘***昂,2021-06-19 01:16:50,5,才入手的，相信小米，支持国产品牌
228105056332572481,亲***森,2021-06-19 01:14:18,5,宝贝收到，物流很快，描述相符，比较满意，好评，推荐发货很快，包装的很好，价格也特别实惠，还有这么多功效也是不错了，值得购买?收到立马打开看了一下，非常不错，质量超好，颜值又高?，推荐推荐?
287999798122134256,s***8,2021-06-19 00:49:34,5,非常nice?，居然还有番茄时钟。???
500477353813814116,****e,2021-06-19 00:28:32,5,功能强大，性价比超高
494953839936724692,T***0,2021-06-19 00:06:42,4,抬起手环不能自动亮屏幕，要是能像华为那种直接插到充电头即可充电就更好了，带线充电太麻烦
755655294566851056,胖***奏,2021-06-19 00:06:27,5,早上订，下午到。物流没话说。
201397200707965729,姜***錕,2021-06-18 23:56:35,5,不錯
233620036763839134,跳***蝇,2021-06-18 23:55:41,5,欣赏相当好用，给老人也很喜欢
-70532172713615029,s***l,2021-06-18 23:49:05,4,外观还行，相比小米手环3升级了彩屏，增加了更多功能，缺点太耗电了，没开啥功能连7天都下不来
-18955724259396973,****V,2021-06-18 23:43:24,5,很好
-87114444603768087,海***5,2021-06-18 23:37:47,5,挺好用，功能齐全，喜欢
25843867372436105,w***m,2021-06-18 23:30:58,5,发货速度杠杠滴，中午下单，晚上就收到了
-44318087277852794,****i,2021-06-18 23:30:34,5,挺个性的  好多功能慢慢发掘吧
做工质量：可以
操作难易：可以
-84539488404662770,闲***钩,2021-06-18 23:25:53,5,升级版的mi6真的太棒了，彩色表盘一绝！
451132223184798160,****R,2021-06-18 23:14:44,5,好用的，送给男朋友的，自己偷偷给换了可爱的屏保
-52499438214779293,****7,2021-06-18 23:13:42,5,送货及时，早上下单，晚上送到家！
-83279088829421553,M***R,2021-06-18 23:10:59,5,手环的表盘很好看，
操作难易：很简单
灵敏度：很灵敏
-12111902294095207,雨***3,2021-06-18 23:09:40,5,小东西挺方便的，希望能更好的联动。
-24281893323896175,****5,2021-06-18 23:03:59,5,京东物流就是快，很喜欢
-14721522150368771,郑***是,2021-06-18 22:55:16,5,挺好用的～对ios用户友好，也不贵，虽然我买nfc版，但是我不太推荐nfc版
677721464340697618,c***0,2021-06-18 22:53:45,5,挺好的，功能齐全
449805000343585655,牙***爱,2021-06-18 22:50:03,5,提前通知尽量7点之后送到，6点多送到，说让自提了。。找了一个小时才找到地方，还是没办法?，打电话给快递员，给定的位，拿到之后按着说明书各种适配。。。还找了客服和熟人。。。。。折腾半小时连不上。。0%的电也醉了
-34032489643820333,m***8,2021-06-18 22:46:37,5,非常不错
396456777911931453,哈***兰,2021-06-18 22:44:00,5,挺好的！手感舒适！
846663354846150425,杨***昱,2021-06-18 22:43:11,5,如果懒，请把生活交给小米手环6 NFC版
?
雄关之漫道
2021-05-22
智能手环领域，小米像王者一般存在，7年来在功能、品质和价格方面的优势有目共睹。近期小米推出了2021年手环新品&mdash;&mdash;小米手环6 NFC版，在智能生活、健康管理和运动管理方面进行了一系列的完善，而且依旧保留了价格屠夫的本色。

外观细节
?
?
?
小米手环6 NFC版使用的外盒非常考究，工艺繁多，充满档次感。另外，从内容上可以看到这款手环一些主打功能的呈现，而这款手环是由小米生态链企业华米科技制造生产。

?
?
小米手环6 NFC版的装箱配置十分简单，手环、磁吸式充电线和说明书，仅此而已。

?
?
小米手环6 NFC版采用1.56英寸326***视网膜级AMOLED高清炫彩跑道形显示屏，分辨率高达152*486，全天候显示，清晰、细腻，色彩饱满鲜艳。

?
?
?
?
手环背面则是光电心率计及充电触点，整机无实体按键，近13mm的环体厚度佩戴之后整体比较厚实。手环和腕带采用嵌入式设计，可随意更换自己喜欢的腕带，目前有8种不同颜色的多彩腕带可供选择。

?
小米手环6 NFC版重约24g，佩戴几乎无感。
107724098278976775,t***a,2021-06-18 22:40:02,5,给老人用于健康检测和步数统计，非常方便！
-24281893323896175,****5,2021-06-18 22:34:22,5,磁吸式充电很方便。
屏幕大，看起来很爽，有很多的表盘可以选择，很好看。
抬腕一亮屏很方便。
但功能全部开完，挺耗电的，用不了多久，心脏监测的准确性可能还不太精准。
-70413586382924181,土***锅,2021-06-18 22:33:02,5,不错不错，两台10100 机箱、显示器、板u ，内存、固态、硬盘，一次搞定。暴爽的购物体验，早上下单，早上下单，晚上即收到 强大
447995234510170891,赴***迟,2021-06-18 22:31:14,5,超级喜欢，66666
437019837621338854,k***o,2021-06-18 22:12:27,5,外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！收到货后试了一下，很不错，质量很好，值得拥有！五星好评！
-30900352395788304,小***l,2021-06-18 22:05:38,5,完美啦
571862111873364728,z***g,2021-06-18 22:02:53,5,不错不错喜欢喜欢不错不错
243312587668266501,l***7,2021-06-18 21:56:41,5,挺好的，就是带着不习惯，习惯拿手上
-81125657548646203,****p,2021-06-18 21:55:40,5,不错
519639573558045989,****6,2021-06-18 21:52:00,5,手环很不错，模拟了门禁卡，出门就没带钥匙。
717292759052996271,f***r,2021-06-18 21:51:38,5,续航真给力，充一次管2周，其他功能也不错，慢慢研究，可以督促自己锻炼
500477353813814116,****e,2021-06-18 21:49:40,5,很棒
-18955724259396973,****V,2021-06-18 21:48:23,5,确实不错
-22129787419141501,1***p,2021-06-18 21:43:09,5,弟弟说很好用，等用过一段时候再来追评
649537864603542085,h***7,2021-06-18 21:41:15,5,小米6手环真的挺不错的。Tfc本。有特别好的功能，带起来特别好看，真的挺不错的。给人一种惊艳的感觉，真的太好了，我特别喜欢。真的挺不错，大家都可以购买，真的比较不错。京东物流业特别快，真的太棒了！
-31134241063046558,s***r,2021-06-18 21:37:05,5,老婆很喜欢
255488370946969365,一***魂,2021-06-18 21:28:46,5,买给朋友当做生日礼物的～她她很喜欢!手环6的表盘好多，带着手环3的我酸了，努力搞钱，以后也换个最新款小米手环!
403403672472941853,b***u,2021-06-18 21:28:41,5,方便实用，潮品时尚配饰，喜欢
351724175211003810,****s,2021-06-18 21:21:24,5,好用，真的不错，nfc真的极大方便了生活，进出卡都不用带了，心率检测睡眠检测也很直观。好评
-32970176834630465,南***熊,2021-06-18 21:20:47,5,非常舒服，不错。。。。。。
200964661816673697,小***了,2021-06-18 21:10:28,5,很不戳。
-58292593575000120,****X,2021-06-18 21:02:06,5,看着还不错，但是没有那么高端，详情页看着很舒服，不过实际的看着略略有点low，不过还行
483162173248764119,****f,2021-06-18 20:50:39,5,买的情侣的  有很多细节很好
859789562809399700,鼠***了,2021-06-18 20:47:26,5,灵敏度：很好，反应速度很快。
准确性：基本没有误操作的情况。
操作难易：上手很简单。
做工质量：做功看不太出来，但是是一体成型的。
外形外观：至少我比较喜欢。
其他特色：总体认为很好，基本上是我买过所有小米系列的东西中。我最满意的。
-80734833551256155,杳***若,2021-06-18 20:44:28,5,手环挺小巧的，运动模式也很多，如果血氧可以自动检测就更好了。
-15263782813537335,f***a,2021-06-18 20:43:09,5,用了快一个月，很棒，刷地铁，跑步，测心率都很好
382471449033578752,秋***头,2021-06-18 20:39:11,5,nfc经常失灵，不知道怎么回事
-73348991405199596,x***1,2021-06-18 20:29:04,5,挺无语的，给男朋友买的生日礼物，让20号送到，今天就给我送到了，我万一买了不在家怎么办？
-72361278060520460,智***馆,2021-06-18 20:28:10,5,不错
-54851299151740513,****b,2021-06-18 20:13:54,5,用了两天，目前来说还不错哦，还得用一段时间才知道怎么样呢
-28254869561573105,B***L,2021-06-18 20:13:25,5,小巧玲珑，记录准确，NFC灵敏
428074019618107434,****x,2021-06-18 19:55:01,5,非常棒，孩子喜欢，值得选购
793868912031462849,M***y,2021-06-18 19:51:50,5,网上描述的一样，配送速度也挺快
761871864804265889,****d,2021-06-18 19:36:44,5,快，好，放心购买，还会再来????。
259796527001909589,小***1,2021-06-18 19:32:30,5,第一次买小米手环，用了一段时间，很满意的
731250934815052062,于***王,2021-06-18 19:32:03,5,帅气
?啤
给力
好用
喜
-55536012008316146,杜***血,2021-06-18 19:29:01,4,缺点：不支持天府通NFC
优点：其他都是
评价：早知道不支持就去买普通版了，省好几十呢！
287617904587851235,****k,2021-06-18 19:17:17,5,男朋友挺喜欢的
-13524636030135712,Z***_,2021-06-18 19:04:53,5,手环不错，功能丰富。肤感很好很贴肤。推荐购买
-31488545151573501,D***s,2021-06-18 18:58:58,5,质量很不错??，很赞，颜值很棒，性价比超高，适配小米或者ios苹果手机，相比苹果的三五千的apple watch，这个属实非常ok
785584311645060624,王***兴,2021-06-18 18:57:42,5,为什么没有赠的手环腕带呢？而且感觉待机时间也没有那么长时间，因为中午充满电到了下午就去掉了六个电了！
873828608375714823,人***在,2021-06-18 18:55:30,5,第二次回购了，朋友看见了也很喜欢，叫我帮他买了同款哦，特别喜欢小米的产品，618活动果断入手了，功能性特别强的一款运动手环，还支持离线支付和NFC功能，
-54851299151740513,****b,2021-06-18 18:53:12,5,非常好用，入手的感觉就很轻，有质感，全黑色的颜色看起来有一种高科技的感觉。步数很准、运动模式很多，我觉得最好用的功能就是睡眠监控，非常准，什么时候入睡 什么时候起床，半夜醒过几次都有准确的记录。很好的一款产品。
-76711711272310980,同***灬,2021-06-18 18:47:00,5,送货是真的快，手环用了两天了，还行！
321970687829672253,隈***物,2021-06-18 18:19:59,5,很好
-29831074492415423,A***念,2021-06-18 18:17:35,5,中重度使用者，使用感还可以
-63978019464196655,廖***乖,2021-06-18 18:15:05,5,东西不错，价格也合适性价比高
657711853490883150,****r,2021-06-18 18:10:49,5,灵敏度：高
准确性：高
操作难易：易，虽然一开始我没懂
做工质量：高
420760132190664785,小***爪,2021-06-18 18:08:41,5,比我原来的三代好的多了
708502141050276124,w***e,2021-06-18 18:08:07,5,非常不错的！！不管苹果安卓都可以用的很带劲！！很不错哦
续航没得说，能用一周左右，门禁卡功能很不错！
做工质量：做工没得说，有保障！
操作难易：操作简单容易上手哈哈
186714281814068306,小***-,2021-06-18 18:05:43,5,块
-37849298056199263,大***叔,2021-06-18 18:02:26,5,体验很棒，表盘大了就是爽。功能比以前更多了。比小米手环5NFC版要流畅，唯一可惜的就是续航没5久。
465305276916242866,k***0,2021-06-18 17:57:33,5,不知道为什么在小学生里这么流行，儿子拿去戴了，晚上睡觉也戴着。***扫码很方便，离线也可以支付，不过我们城市的公交车不支持nfc有点浪费这个功能。特别提出表扬的是，表带不臭。小天才电话手表1680买的出汗后很容易臭，这个打完球都不臭，应该是真的抑菌的材质。
-33482478554356631,****2,2021-06-18 17:56:29,5,京东物流是真心快啊，不错！
712455825779556972,****1,2021-06-18 17:53:44,5,京东这物流速度没得说，太牛了
719094084165956671,t***1,2021-06-18 17:53:33,5,挺好的，相比于五性能增加不少。
-19994290306038942,李***v,2021-06-18 17:24:55,5,还可以。
-44469587314946966,刘***1,2021-06-18 17:24:20,5,给家里孩子买的，经济实惠，选项也多，挺好的，之前用的3手环光坏，期待这个不要出现这种情况了
-17986809761079510,****o,2021-06-18 17:19:16,5,灵敏度：高
准确性：强
操作难易：好
做工质量：非常好
外形外观：非常满意
其他特色：都好
351724175211003810,****s,2021-06-18 17:10:35,5,看着挺好看的，带着很舒服，好东西
626972301853178092,****0,2021-06-18 17:00:10,5,功能简单，操作流程，女朋友很喜欢
428074019618107434,****x,2021-06-18 16:52:04,5,自己用来锻炼用嗯，很方便，操作也简单，好评
317137535283492662,n***3,2021-06-18 16:50:26,5,挺不错的
-78112004251807376,S***o,2021-06-18 16:38:54,5,血氧有点鸡肋，跑道屏很好看
-11971434208634866,****t,2021-06-18 16:37:58,5,灵敏度，反应都挺好的，简单大气上档次，方便实用
-57210564420577209,a***3,2021-06-18 16:37:51,4,还可以
-14560698003418765,****l,2021-06-18 16:27:03,5,心动不如行动，这么好看的手环轻巧且方便，真的特别适合我这种上班族，而且支持NFC刷卡功能，出门坐地铁都不用掏出手机太方便了
-76951090555701060,E***f,2021-06-18 16:16:57,5,非常不错，快递很快隔天就到，手环也是很棒
-87078655152938206,冉***o,2021-06-18 16:13:02,4,其他都可以，就是续航不怎么样
-22167932821852185,宝****,2021-06-18 16:10:34,4,还不错呀，雷军干得不错
-55103893165856420,T***W,2021-06-18 16:09:39,5,很好，很nice
-13293926836906354,****j,2021-06-18 16:07:22,5,很好玩呢 宝宝喜欢测量睡觉 步数 心跳热量 超级好用
523909524324512861,L***4,2021-06-18 16:06:32,5,说好的赠品没有
-52519138632879685,郑***s,2021-06-18 16:05:44,5,从小米3直接换小米6nfc，已经绑了京津翼一卡通，坐公交很方便了，门禁卡绑不了，跑道屏幕，比方形更好看～轻便是最大优点～
399348921621169831,j***1,2021-06-18 16:02:28,5,质量不错，很好用，外观也完完全全说得过去，推荐购买。
521580700873317399,猪***葱,2021-06-18 16:02:13,5,东西不错，就是拿到手的时候是没电的
-89364567889855474,****w,2021-06-18 15:59:06,5,已收到货，款式看着不错，用段时间再说！
369449807640515450,阿***9,2021-06-18 15:57:35,5,用来克隆校园卡的，哈哈哈贼好用！还可以监控睡眠情况棒棒哒！因为是ip所以买了一个就为了用nfc 果然没让我失望！
-26981654402759724,****8,2021-06-18 15:56:04,5,用了一段时间发现好像就看时间和心率，不过也还行吧。
536597973467309886,姚***8,2021-06-18 15:55:27,5,挺好的东西，不错哦，下次还会再来的哦
573151367366862644,l***y,2021-06-18 15:52:36,5,首先还是要说，小米手环6还是非常给力的，已经使用了几个月，建议已经种草的同学们可以上车了。续航近2周。颜值和性能都在线。非常满意的一次购物体验。还有京东物流的速度加持，赞
140706652135564292,****F,2021-06-18 15:44:00,5,灵敏度：高
准确性：强
操作难易：易
做工质量：好
973393302428572340,谁***粉,2021-06-18 15:37:12,5,大小合适，佩戴舒适，小米大品牌，值得购买，做工精细，手表反应灵敏，操作简单，屏幕分辨率高，显示清楚，功能强大，心率测试比较准确，运动模式多，连接手机可以轻松掌握自己身体状况，真的特别喜欢
-24281893323896175,****5,2021-06-18 15:34:53,5,包装很好，送货上门！
500477353813814116,****e,2021-06-18 15:32:22,5,满满的现代科技感，爱了爱了
-32530208356039053,p***2,2021-06-18 15:31:03,5,时尚美观，操作简便，做工精细
904708702043512988,2***心,2021-06-18 15:20:49,5,很喜欢哦，买了跟男朋友一人一个，表盘还可以换情侣的，有点开心。虽然买的是nfc版本的，但是感觉好像有点用不到，最实用的就是绑定app可以测试睡眠质量，还有运动的时候很方便
592122514304442318,****3,2021-06-18 15:14:19,5,准确性：很强，也很实用值得推荐！
-21593315922251751,筱***儿,2021-06-18 15:12:28,5,几天时间的体验下来，小米手环6给我感受最深的点是我可以随时随地忘记我在佩戴着它。它小巧轻便，在任何的场景下我都不用摘掉它，同时新加入的功能，让我可以把所有的健康检测功能都交给手环，响起的时候，只需要翻翻软件即可。
-58755677660628595,C***3,2021-06-18 15:09:15,5,手环很好，买过很多还是小米的用着舒服
238513154583435552,****1,2021-06-18 15:03:01,5,运动方便起来，用手环记公里数，再带手机里面刷新。还有睡眠记录。
-33482478554356631,****2,2021-06-18 15:01:33,5,颜值很高，可以自定义表盘，而且还可以查找手机，对于我这种不知道手机在哪里的人来说简直福音。表盘面积也大了很多，看起来很好看～
625239230484064789,三***丶,2021-06-18 14:55:03,5,准确性：睡眠挺准，心率也准
操作难易：操作简单，匹配也很容易匹配，算半自动匹配操作。
做工质量：质量可以，用了两周才来评价，NFC可开门禁，能用***快捷支付。可手环操作手机拍照。运动模式也有很多种类。
外形外观：外观时尚大气，表盘还可以去表盘商店下载更换，相当于手机的桌面样式可换不同的样式。
灵敏度：灵敏度高，可设置定时检测心率血氧压力等。
还有来电提醒，消息通知提醒，久坐提醒，喝水提醒，设定事件提醒，夜间模式，各类提醒可自定义手环的震动频率。
我开启实时检测，充满电能用4到5天。续航能力挺认可。
-70914481631698930,****u,2021-06-18 14:46:05,5,和描述一致，符合使用要求
120762945942815524,****左,2021-06-18 14:44:42,5,买来送人的噜啦噜啦嘞哦啦语音没休息吗还有这种自己墨汁哪啊九品中正制博闻强识敏感老婆早安和我一样新荣区和你一样
448847729879766846,****a,2021-06-18 14:39:23,5,挺好
-54851299151740513,****b,2021-06-18 14:26:46,5,很漂亮，给儿子买的，他很喜欢
600973330741730757,瞟***我,2021-06-18 14:15:12,5,价格一直很坚挺 也保价618 也就提前买了
手感不错 戴着也舒服 功能对我来说已经够了 待机正常五六天没一点问题 短信提醒和来电提醒对我来说很实用 希望能用久一点吧
900566295865258263,李***学,2021-06-18 14:04:24,5,心仪已久的小米6手环终于到手了，为了健身特意买的这个，可以测心率，***，坐公交等等，功能超级多，代理差不多可以5天，表盘也可以随意切换，太符合我的要求了???，
-31401024961301753,y***5,2021-06-18 13:58:31,5,挺好
138947953965344689,浅***夜,2021-06-18 13:56:29,5,不算，非常好的一次购物体验
-25223592868076911,****v,2021-06-18 13:53:56,5,东西很好，很棒，很实惠
-63902542272610642,贼***祥,2021-06-03 20:58:10,5,之前用的华为手环，用了3年电池不行了。换小米手环试 试。跟华为比，电池续航能力稍微低- -些，我把心率自动检测、血氧自动检测什么的都关掉，只开了抬腕自动 亮屏，然后进了一次健身房跟踪- -小时，测了- -次心率一次血氧，平时就是检测步数，刚拿来时换了各种表盘图案，整整7天后剩6%的电。华为一般两星期充一次电。但我觉得一周充一次电还是很合理的，何况小米毕 竟比华为好玩一些，功能多- -些，耗电量大一点也完全合理。比华为优秀的地方:能跟踪的运动更多，能监测的健康指标也更多，而且对苹果用户一点没歧视，
-23971032145301009,哆***呜,2021-06-14 23:06:36,5,小米手环6是今年发布的新品，促使我更新的一个很大原因就是屏幕尺寸的增大，之前5代是长方形的屏幕， 所以平时我使用的表盘都是深色的，这样和边框不会产生割裂感。所以这一代发布后，非常喜欢。正好趁着618下单了NFC版本。
小米手环6整体的大小和手环5基本一致，两者的腕带可以互换，但是不建议使用小米手环5的腕带，因为6在米粒两侧增加了卡扣，提高了佩戴的稳固性，虽然5的腕带能戴上，但是会有脱落的风险。其次就是屏幕的升级，提高了屏占比，清晰度相比小米手环5要更清晰一些。
软件体验方面，这次增加了血氧监测，支持了更多的运动模式，总的方面在向专业化发展，其次是提高屏占比后，操作也变化了，之前5有类似Home键的触控按钮，通过这个按钮推出，现在需要左右滑动推出界面，第一次使用会觉得有些不适应。
实际体验方面，我使用小米手环最常用的功能依次是信息通知、公交/门禁、智能家居控制、解锁设备。说一下这个解锁设备，可能有些人不太了解，就是你的笔记本或者台式机（需要蓝牙适配器）下载安装小米感应解锁，然后和手环配对，之后每次开机手环会自动解锁电脑，当你离开工位，电脑会自动上锁。整体的体验还是挺顺畅的。
